jurisdiction,vertical,regulator,statute_citation,admin_code_citation,admin_code_title,admin_code_url,verification_status,retrieval_date,source_urls,notes
Iowa,Charitable gaming,"Iowa Department of Inspections, Appeals, and Licensing",Iowa Code ch. 99B,"Iowa Admin. Code Agency 481 (Inspections, Appeals, and Licensing Department), chs. 100-106 (Social and Charitable Gambling), incl. ch. 100 (General Provisions for Social and Charitable Gambling) and ch. 103 (Bingo)","Iowa Administrative Code, Agency 481, Chapters 100-106 - Social and Charitable Gambling",https://www.legis.iowa.gov/law/administrativeRules/chapters?agency=481,verified,2026-05-23,https://www.legis.iowa.gov/law/administrativeRules/chapters?agency=481;https://dial.iowa.gov/licenses/gambling-amusement-devices/charitable-gambling,"Iowa social and charitable gambling rules are Iowa Admin. Code Agency 481 (Department of Inspections, Appeals, and Licensing): ch. 100 (General Provisions for Social and Charitable Gambling), ch. 101 (Amusement Concessions), ch. 103 (Bingo), ch. 104-105 (Amusement Devices), ch. 106 (Card Game Tournaments by Veterans Organizations), implementing Iowa Code ch. 99B. Chapter listing verified on official legis.iowa.gov administrativeRules portal; DIAL is the administering agency."
Maryland,DFS / fantasy sports,Maryland State Lottery and Gaming Control Agency,"Md. Code Ann., Bus. Reg. § 11.5-101 et seq.",COMAR 36.09,"Code of Maryland Regulations Title 36, Subtitle 09 — Online Fantasy Competition",https://regs.maryland.gov/us/md/exec/comar/36,verified,2026-05-23,https://regs.maryland.gov/us/md/exec/comar/36,"Subtitle 09 (chs. 36.09.01-36.09.05); row was missing from batch C output, researched and verified separately."
Texas,Lottery,Texas Lottery Commission,Tex. Gov't Code ch. 466,16 TAC pt. 4 ch. 140,"16 Texas Administrative Code, Part 4, Chapter 140 (Administration of Texas Lottery and Charitable Bingo)",https://texas-sos.appianportalsgov.com/rules-and-meetings?interface=VIEW_TAC&title=16&part=4&chapter=140,verified,2026-05-23,https://texas-sos.appianportalsgov.com/rules-and-meetings?interface=VIEW_TAC&title=16&part=4&chapter=140;https://www.texaslottery.com/export/sites/lottery/About_Us/Meetings/current_rules.html,Per SB 3070 (eff. 9/1/2025) the Texas Lottery Commission was abolished and lottery administration transferred to the Texas Department of Licensing and Regulation (TDLR). Lottery rules were recodified from former 16 TAC Part 9 Ch. 401 to 16 TAC Part 4 Ch. 140 (Administration of Texas Lottery and Charitable Bingo); the agency current_rules page confirms Part 4 Ch. 140/141. Official TAC now served via the SOS Appian portal (legacy texreg.sos.state.tx.us URLs redirect). Statute citation retained verbatim as assigned. Portal is JS-rendered; URL resolves HTTP 200 and agency .com page confirms the citation.
Texas,Horse/parimutuel racing,Texas Racing Commission,Tex. Occ. Code ch. 2021-2034 (Texas Racing Act),16 TAC pt. 8 chs. 301-323,"16 Texas Administrative Code, Part 8 (Texas Racing Commission), Chapters 301-323",https://texas-sos.appianportalsgov.com/rules-and-meetings?interface=VIEW_TAC&title=16&part=8,verified,2026-05-23,https://texas-sos.appianportalsgov.com/rules-and-meetings?interface=VIEW_TAC&title=16&part=8;https://www.txrc.texas.gov/texas-rules-of-racing,"Texas Racing Commission rules are 16 TAC Part 8, Chapters 301 (Definitions) through 323 (Disciplinary Action and Enforcement), including ch. 309 Racetrack Licenses, ch. 313 Horse Racing, ch. 319 Veterinary/Drug Testing, ch. 321 Pari-Mutuel Wagering. The Commission's official .gov rules page (txrc.texas.gov/texas-rules-of-racing) links to the SOS Appian portal Part 8 view as the official source. Portal is JS-rendered; URL resolves HTTP 200; agency .gov page and SOS index confirm Part 8 chapter range."
Texas,Charitable gaming,Texas Lottery Commission - Charitable Bingo Operations Division,Tex. Occ. Code ch. 2001 (bingo); ch. 2002 (raffles),16 TAC pt. 4 ch. 141,"16 Texas Administrative Code, Part 4, Chapter 141 (Charitable Bingo)",https://texas-sos.appianportalsgov.com/rules-and-meetings?interface=VIEW_TAC&title=16&part=4&chapter=141,verified,2026-05-23,https://texas-sos.appianportalsgov.com/rules-and-meetings?interface=VIEW_TAC&title=16&part=4&chapter=141;https://www.texaslottery.com/export/sites/lottery/About_Us/Meetings/current_rules.html,"Charitable Bingo rules were recodified from former 16 TAC Part 9 Ch. 402 (Charitable Bingo Operations Division) to 16 TAC Part 4 Ch. 141 (Charitable Bingo) following SB 3070 (eff. 9/1/2025), which abolished the Texas Lottery Commission and moved charitable bingo licensing/regulation to TDLR. The agency current_rules page confirms Part 4 Ch. 141. Regulator/statute retained verbatim as assigned. SOS Appian portal is JS-rendered; URL resolves HTTP 200."
Utah,Charitable gaming,N/A,NOT FOUND - needs human review,,,,N/A - not authorized,2026-05-23,,"Flagged N/A - not authorized. Utah constitutionally and statutorily prohibits all forms of gambling, including charitable gaming; there is no regulator or administrative code. No research performed per instructions."
Vermont,Lottery,Vermont Department of Liquor and Lottery,"Vt. Stat. Ann. tit. 31, ch. 14",CVR 01-130-001,Code of Vermont Rules 01-130-001 (Vermont Lottery Rules and Regulations),https://vtlottery.com/sites/default/files/pdf/Vermont_Lottery_Rules_effective_12-26-2025.pdf,verified,2026-05-23,https://vtlottery.com/sites/default/files/pdf/Vermont_Lottery_Rules_effective_12-26-2025.pdf;https://www.lottery.vermont.gov/LawsAndRegs;https://secure.vermont.gov/SOS/rules/,"Vermont Lottery rules are codified as Code of Vermont Rules 01-130-001 (Agency 01, Sub-Agency 130), 'Lottery Rules and Regulations,' adopted under 31 V.S.A. ch. 14 by the Dept. of Liquor and Lottery. Verified via the official vtlottery.com PDF (effective 12-26-2025), which resolves HTTP 200 and contains real rule text (LOTTERY POLICY; Rule No. 1 Definitions; Dept. of Liquor and Lottery sets policy). The .gov HTML pages (lottery.vermont.gov, secure.vermont.gov/SOS/rules) block automated fetch (403) but the lottery .com PDF is the official current rules document."
Vermont,Sports betting,Vermont Department of Liquor and Lottery,"Vt. Stat. Ann. tit. 31, ch. 25",Vt. Sports Wagering Procedures (2023),State of Vermont Sports Wagering Procedures (adopted under 31 V.S.A. ch. 25 / Act 63 of 2023),https://liquorandlottery.vermont.gov/sites/liqlot/files/documents/VT%20Sports%20Wagering%20Procedures%2007-19-23.pdf,verified,2026-05-23,https://liquorandlottery.vermont.gov/sports-wagering-procedures;https://liquorandlottery.vermont.gov/sites/liqlot/files/documents/VT%20Sports%20Wagering%20Procedures%2007-19-23.pdf,"Vermont sports wagering is governed by the 'State of Vermont Sports Wagering Procedures' adopted by the Dept. of Liquor and Lottery / Board of Liquor and Lottery under 31 V.S.A. ch. 25 (Act 63 of 2023). These are formal regulatory 'Procedures' rather than a numbered Code of Vermont Rules chapter (the statute directs adoption of procedures). Verified: the official procedures PDF on liquorandlottery.vermont.gov resolves HTTP 200 as a 512KB PDF with real sports wagering regulatory content (sportsbook, mobile platform, accounts, audit standards)."
Vermont,Charitable gaming,Vermont Department of Liquor and Lottery (charitable gaming registration),"Vt. Stat. Ann. tit. 13, ch. 51 (gambling), §§ 2143-2143b (charitable exceptions)",,,,NOT FOUND - needs human review,2026-05-23,https://legislature.vermont.gov/statutes/fullchapter/13/051;https://secure.vermont.gov/SOS/rules/,"No separate Code of Vermont Rules chapter for charitable gaming was located. Vermont games of chance/raffles are governed directly by statute (13 V.S.A. ch. 51, §§ 2143-2143b) with organizations registering/licensing through the Dept. of Liquor and Lottery; the conduct rules (prize caps, eligibility, proceeds) are statutory rather than promulgated as administrative rules. Searched the SOS rules database, Code of Vermont Rules, and DLL pages across multiple approaches; found no dedicated charitable-gaming admin rule. Likely regulated directly by statute - needs human confirmation."
Vermont,DFS / fantasy sports,Vermont Attorney General,"Vt. Stat. Ann. tit. 13, § 2143b",,,,NOT FOUND - needs human review,2026-05-23,https://legislature.vermont.gov/statutes/section/13/051/02143b;https://ago.vermont.gov/attorney-generals-office-divisions-and-unit/consumer-protection/laws-and-regulations,"No administrative rule (Code of Vermont Rules) specific to fantasy sports/DFS was located. Fantasy/skill contests are addressed by statute (13 V.S.A. 2143b, contests and sweepstakes); complaints are handled by the Attorney General's Consumer Assistance Program under general consumer-protection authority, and the Dept. of Liquor and Lottery only registers operators with no rulemaking authority over DFS. No dedicated AG fantasy-sports administrative rule found after multiple search approaches. Likely statute-only - needs human confirmation."
Virginia,Lottery,Virginia Lottery,Va. Code Ann. § 58.1-4000 et seq.,11 VAC 5 (esp. 11VAC5-41),"Virginia Administrative Code, Title 11 (Gaming), Agency 5 (Virginia Lottery Board); Chapter 41 Lottery Game Regulations",https://law.lis.virginia.gov/admincode/title11/agency5/chapter41/,verified,2026-05-23,https://law.lis.virginia.gov/admincode/title11/agency5/;https://law.lis.virginia.gov/admincode/title11/agency5/chapter41/,"Virginia Lottery rules are in 11 VAC Agency 5 (Virginia Lottery Board) under Title 11 (Gaming). Core lottery game rules are 11VAC5-41 (Lottery Game Regulations); agency also includes ch. 20 Administration, ch. 31 Licensing, ch. 60 Self-Exclusion. Verified via official law.lis.virginia.gov admincode portal: Agency 5 chapter list confirmed and 11VAC5-41 contains real regulation sections (resolves HTTP 200)."
Virginia,Commercial casino,Virginia Lottery Board,Va. Code Ann. § 58.1-4100 et seq.,11VAC5-90,"Virginia Administrative Code, Title 11, Agency 5 (Virginia Lottery Board), Chapter 90 (Casino Gaming)",https://law.lis.virginia.gov/admincode/title11/agency5/chapter90/,verified,2026-05-23,https://law.lis.virginia.gov/admincode/title11/agency5/chapter90/,"Virginia casino gaming rules are 11VAC5-90 (Casino Gaming) under the Virginia Lottery Board (Title 11, Agency 5). Verified via official law.lis.virginia.gov portal: chapter confirmed with real sections (e.g., 11VAC5-90-10 Definitions, -100 General facility operator requirements, -150 Slot machines, -180 Table games procedures). Resolves HTTP 200."
Virginia,Horse/parimutuel racing,Virginia Racing Commission,Va. Code Ann. § 59.1-364 et seq.,11 VAC 10 (esp. 11VAC10-20),"Virginia Administrative Code, Title 11 (Gaming), Agency 10 (Virginia Racing Commission); Chapter 20 Regulations Pertaining to Horse Racing with Pari-Mutuel Wagering",https://law.lis.virginia.gov/admincode/title11/agency10/,verified,2026-05-23,https://law.lis.virginia.gov/admincode/title11/agency10/;https://law.lis.virginia.gov/admincode/title11/agency10/chapter20/,"Virginia Racing Commission rules are 11 VAC Agency 10 under Title 11 (Gaming), with the primary chapter 11VAC10-20 (Regulations Pertaining to Horse Racing with Pari-Mutuel Wagering); agency also includes ch. 47 Historical Horse Racing, ch. 45 ADW, and chs. 50-180 on officials, horses, racing types, medication. Verified via official law.lis.virginia.gov portal: full chapter list confirmed (resolves HTTP 200)."
Virginia,Sports betting,Virginia Lottery Board,Va. Code Ann. § 58.1-4030 et seq. (Article 2 of Chapter 40),11VAC5-70 (and 11VAC5-80),"Virginia Administrative Code, Title 11, Agency 5 (Virginia Lottery Board), Chapter 70 (Sports Betting); Chapter 80 (Sports Betting Consumer Protection Program)",https://law.lis.virginia.gov/admincode/title11/agency5/chapter70/,verified,2026-05-23,https://law.lis.virginia.gov/admincode/title11/agency5/chapter70/;https://law.lis.virginia.gov/admincode/title11/agency5/chapter80/,"Virginia sports betting rules are 11VAC5-70 (Sports Betting) plus 11VAC5-80 (Sports Betting Consumer Protection Program) under the Virginia Lottery Board (Title 11, Agency 5). Verified via official law.lis.virginia.gov portal: ch. 70 confirmed with real sections (e.g., 11VAC5-70-10 Definitions, -50 Permit applications, -170 Permissible wagers, -280 Geolocation). Resolves HTTP 200."
Virginia,Charitable gaming,Virginia Department of Agriculture and Consumer Services - Charitable Gaming,Va. Code Ann. § 18.2-340.15 et seq.,11 VAC 20 (esp. 11VAC20-20),"Virginia Administrative Code, Title 11 (Gaming), Agency 20 (Department of Agriculture and Consumer Services, Charitable Gaming); Chapter 20 Charitable Gaming Regulations",https://law.lis.virginia.gov/admincode/title11/agency20/,verified,2026-05-23,https://law.lis.virginia.gov/admincode/title11/agency20/;https://law.lis.virginia.gov/admincode/title11/agency20/chapter20/,"Virginia charitable gaming rules are 11 VAC Agency 20 (Department of Agriculture and Consumer Services, Charitable Gaming) under Title 11; primary chapter 11VAC20-20 (Charitable Gaming Regulations), plus 11VAC20-30 (Texas Hold'em Poker Tournament Regulations). Note: regulatory authority moved from the former Charitable Gaming Board (11VAC15) to VDACS (11VAC20); the named regulator (VDACS) corresponds to Agency 20. Verified via official law.lis.virginia.gov portal (resolves HTTP 200)."
Virginia,DFS / fantasy sports,Virginia Department of Agriculture and Consumer Services,Va. Code Ann. § 59.1-556 et seq.,,,,NOT FOUND - needs human review,2026-05-23,https://law.lis.virginia.gov/vacodefull/title59.1/chapter51/;https://www.vdacs.virginia.gov/food-fantasy-contests.shtml,"No Virginia Administrative Code chapter for fantasy contests/DFS was located. Fantasy contests are governed directly by the Fantasy Contests Act (Va. Code tit. 59.1 ch. 51, § 59.1-556 et seq.) and administered via registration with VDACS Office of Charitable and Regulatory Programs - there is no separate 11 VAC chapter (Agency 20 contains only ch. 20 Charitable Gaming and ch. 30 Texas Hold'em). VDACS fantasy contests page references only the statute. Statute-only with registration; no admin code - needs human confirmation."
Washington,Lottery,Washington's Lottery (Lottery Commission),Wash. Rev. Code ch. 67.70,WAC Title 315,"Washington Administrative Code, Title 315 (Lottery Commission)",https://app.leg.wa.gov/wac/default.aspx?cite=315,verified,2026-05-23,https://app.leg.wa.gov/wac/default.aspx?cite=315,"Washington's Lottery rules are WAC Title 315 (Lottery Commission), including ch. 315-02 General provisions/definitions, 315-04 Licensing procedure, 315-06 General lottery rules, 315-10 Instant games, 315-30 Draw games. Verified via official app.leg.wa.gov WAC viewer: title confirmed with real chapters (last updated 4/9/26). Resolves HTTP 200."
Washington,Horse/parimutuel racing,Washington Horse Racing Commission,Wash. Rev. Code ch. 67.16,WAC Title 260,"Washington Administrative Code, Title 260 (Horse Racing Commission)",https://app.leg.wa.gov/wac/default.aspx?cite=260,verified,2026-05-23,https://app.leg.wa.gov/wac/default.aspx?cite=260,"Washington Horse Racing Commission rules are WAC Title 260, including ch. 260-08 Practice and procedure, 260-12 General rules, 260-13 Racing facilities, 260-36 Licenses, 260-48 Mutuels, 260-52 The race, 260-84 Penalties. Verified via official app.leg.wa.gov WAC viewer: title confirmed with real chapters. Resolves HTTP 200."
Washington,Sports betting,Washington State Gambling Commission,Wash. Rev. Code ch. 9.46 (sports wagering provisions added 2020),WAC Title 230,"Washington Administrative Code, Title 230 (Gambling Commission) - sports wagering provisions",https://app.leg.wa.gov/wac/default.aspx?cite=230,verified,2026-05-23,https://app.leg.wa.gov/wac/default.aspx?cite=230;https://wsgc.wa.gov/tribal-partnerships/sports-wagering/sports-wagering-requirements-and-rules,"Washington sports wagering is regulated by the WA State Gambling Commission under WAC Title 230 (which implements the Gambling Act, RCW 9.46). Sports wagering (authorized 2020 by HB 2638, limited to tribal casinos with amended Class III compacts) is addressed within Title 230 rather than a standalone chapter (e.g., WAC 230-03-085 sports wagering vendor requirements; 230-06 rules for all licensees). Verified via official app.leg.wa.gov WAC viewer (Title 230 resolves HTTP 200); WSGC .gov page confirms sports-wagering rules sit within Title 230."
