jurisdiction,body_type,body_name,verticals_covered,address,phone,website,facebook,twitter_x,linkedin,youtube,other_social,leadership_title,leadership_name,leadership_email,general_email,source_urls,retrieval_date,notes
Louisiana,State Charitable Gaming Regulator,Louisiana Office of Charitable Gaming (Dept of Revenue),Charitable gaming; bingo; raffles; electronic video bingo,not publicly available,not publicly available,https://revenue.louisiana.gov/CharitableGaming,,,,,,,not publicly available,not publicly available,not publicly available,https://revenue.louisiana.gov/CharitableGaming,2026-05-22,Office of Charitable Gaming within the Louisiana Department of Revenue regulates charitable gaming activities. Added 2026-05-22.
Louisiana,State Gaming Commission,Louisiana Gaming Control Board (LGCB),Casino gaming; video poker; sports wagering; fantasy sports,"7901 Independence Blvd, Bldg A, Baton Rouge, LA 70806",225-925-1846,https://lgcb.dps.louisiana.gov/,,,,,,Chairman,Christopher Hebert,not publicly available,not publicly available,https://lgcb.dps.louisiana.gov/,2026-05-22,Primary Louisiana gaming regulator. Chairman Christopher Hebert named 2025 American Gambling Awards Regulator of the Year (per official site retrieved 2026-05-22). Added 2026-05-22.
Louisiana,State Lottery,Louisiana Lottery Corporation,Lottery,,225-921-2019,https://www.naspl.org/naspl-lottery-members/louisiana-lottery-corporation,,http://twitter.com/naspl_hq,https://www.linkedin.com/company/north-american-association-of-state-&-provincial-lotteries,,,Executive Director,John Koenig Art Director,,info@nasplhq.org,https://www.naspl.org/naspl-lottery-members/louisiana-lottery-corporation; https://www.naspl.org/naspl-lottery-members/louisiana-lottery-corporation; https://www.naspl.org/naspl-lottery-members/louisiana-lottery-corporation; https://www.naspl.org/about-naspl,2026-05-22,"Seeded from NASPL. Member page URL — enrich with official lottery .gov/.com site, director, address, phone."
Louisiana,State Racing Commission,Louisiana State Racing Commission,Horse racing; pari-mutuel wagering,not publicly available,not publicly available,https://lsrc.dps.louisiana.gov/,,,,,,,not publicly available,not publicly available,not publicly available,https://lsrc.dps.louisiana.gov/,2026-05-22,Within Louisiana Department of Public Safety. Added 2026-05-22.
Louisiana,Tribal Gaming Commission,"Coushatta Tribe of Louisiana P.O. BOX 818, C.C. Bel Road, ELTON LA 70532 — Tribal Gaming Commission",Tribal Class II & III,,not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,,,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Louisiana,Tribal Gaming Commission,Jena Band of Choctaw Indians — Tribal Gaming Commission,Tribal Class II & III,"P.O. Box 14, Jena LA 71342",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,lrogers@jenachoctaw.org,lrogers@jenachoctaw.org,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Louisiana,Tribal Gaming Commission,Tunica-Biloxi Indian Tribe of Louisiana — Tribal Gaming Commission,Tribal Class II & III,"P.O. Box 1589 150 Melacon Drive, Marksville LA",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,mpierite@tunica.org,mpierite@tunica.org,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Maine,State Gambling Control Unit,Maine Gambling Control Unit (Dept of Public Safety),"Casino, sports betting, slot machines, harness racing oversight, charitable gaming, beano",,,https://www.maine.gov/dps/gambling-control-unit,,,,,,,,,,https://www.maine.gov/dps/gambling-control-unit,2026-05-22,GAPFILL: Primary state gaming regulator. Houses Sports Wagering Program (legal in ME since 2023).
Maine,State Lottery,Maine State Lottery,Lottery,,(207) 287-3721,http://www.mainelottery.com/,https://www.facebook.com/pages/Maine-Lottery/131317892848,https://twitter.com/themainelottery,,https://www.youtube.com/user/MaineLottery,,,,,MaineLottery@Maine.gov,https://www.nagra.org/State-and-Province-Gaming-Regulatory-Agencies; https://www.mainelottery.com/; https://www.mainelottery.com/about/; https://www.mainelottery.com/; https://www.mainelottery.com/about/contact.html; https://www.mainelottery.com/about/index.html,2026-05-22,Seeded from NAGRA. Enrich with leadership/address/phone from official site.
Maine,State Racing Commission,Maine Harness Racing Commission,Pari-mutuel harness racing,,,https://www.maine.gov/dafs/harness-racing-commission,,,,,,,,,,https://www.maine.gov/dafs/harness-racing-commission,2026-05-22,GAPFILL: Within Dept of Administrative and Financial Services.
Maryland,State Lottery,Maryland Lottery And Gaming Control Agency,Lottery,,410-230-8800,https://www.naspl.org/naspl-lottery-members/maryland-lottery-and-gaming-control-agency-,,http://twitter.com/naspl_hq,https://www.linkedin.com/company/north-american-association-of-state-&-provincial-lotteries,,,Executive Director,John Koenig Art Director,,info@nasplhq.org,https://www.naspl.org/naspl-lottery-members/maryland-lottery-and-gaming-control-agency-; https://www.naspl.org/naspl-lottery-members/maryland-lottery-and-gaming-control-agency-; https://www.naspl.org/naspl-lottery-members/maryland-lottery-and-gaming-control-agency-; https://www.naspl.org/about-naspl,2026-05-22,"Seeded from NASPL. Member page URL — enrich with official lottery .gov/.com site, director, address, phone."
Maryland,State Racing Commission,Maryland Racing Commission,Horse/Greyhound Racing,,410-296-9682,http://www.dllr.state.md.us/racing/,https://www.facebook.com/MarylandLabor,https://twitter.com/@MD_Labor/,https://www.linkedin.com/company/maryland-department-of-labor,http://www.youtube.com/playlist?list=PLAF971858A68E4949,instagram: https://www.instagram.com/md_labor/,,,,,https://www.nagra.org/State-and-Province-Gaming-Regulatory-Agencies; https://www.dllr.state.md.us/racing/; https://www.dllr.state.md.us/racing/; https://www.dllr.state.md.us/contactinfo/,2026-05-22,Seeded from NAGRA. Enrich with leadership/address/phone from official site.
Massachusetts,State Gaming Commission,Massachusetts Gaming Commission (MGC),"Commercial casinos, sports betting, daily fantasy sports, horse racing",,617.979.8400,https://massgaming.com/,http://www.facebook.com/MAGamingComm,https://twitter.com/MassGamingComm,,http://www.youtube.com/user/MassGamingCommission,,,,,mgccomments@massgaming.gov,https://massgaming.com/; https://massgaming.com/; https://massgaming.com/contact/; https://massgaming.com/about/,2026-05-22,"GAPFILL: Five-member commission established under Expanded Gaming Act (2011). Regulates Encore Boston Harbor, MGM Springfield, Plainridge Park. Sports betting (Ch. 23N) added 2022."
Massachusetts,State Lottery,Massachusetts State Lottery Commission,Lottery,,781-849-5555,https://www.naspl.org/naspl-lottery-members/massachusetts-state-lottery-commission,,http://twitter.com/naspl_hq,https://www.linkedin.com/company/north-american-association-of-state-&-provincial-lotteries,,,Executive Director,John Koenig Art Director,,info@nasplhq.org,https://www.naspl.org/naspl-lottery-members/massachusetts-state-lottery-commission; https://www.naspl.org/naspl-lottery-members/massachusetts-state-lottery-commission; https://www.naspl.org/naspl-lottery-members/massachusetts-state-lottery-commission; https://www.naspl.org/about-naspl,2026-05-22,"Seeded from NASPL. Member page URL — enrich with official lottery .gov/.com site, director, address, phone."
Michigan,Charitable Gaming Regulator,Michigan Charitable Gaming,"Charitable gaming (bingo, raffles, pull-tabs)",,517-335-5780,https://www.michigan.gov/cg,,,,,,,,,cg-questions@michigan.gov,https://www.nagra.org/State-and-Province-Gaming-Regulatory-Agencies; https://www.michigan.gov/cg; https://www.michigan.gov/cg; https://www.michigan.gov/cg/about-us; https://www.michigan.gov/cg/panel-contact/foia,2026-05-22,Seeded from NAGRA. Enrich with leadership/address/phone from official site.
Michigan,State Gaming Control Board / Commission,Michigan Gaming Control Board,"Multiple (casino, sports betting, tribal, fantasy)",,,https://www.michigan.gov/mgcb,https://www.facebook.com/MichiganGCB,https://twitter.com/MichiganGCB,https://www.linkedin.com/company/michigangcb/,,instagram: https://www.instagram.com/michigangcb/,Executive Director,Reports MGCB Cares Contact,,,https://www.nagra.org/State-and-Province-Gaming-Regulatory-Agencies; https://www.michigan.gov/mgcb; https://www.michigan.gov/mgcb; https://www.michigan.gov/mgcb/about; https://www.michigan.gov/mgcb/about/careers,2026-05-22,Seeded from NAGRA. Enrich with leadership/address/phone from official site.
Michigan,State Lottery,Michigan Bureau Of State Lottery,Lottery,,517-335-5756,https://www.naspl.org/naspl-lottery-members/michigan-bureau-of-state-lottery,,http://twitter.com/naspl_hq,https://www.linkedin.com/company/north-american-association-of-state-&-provincial-lotteries,,,Executive Director,John Koenig Art Director,,info@nasplhq.org,https://www.naspl.org/naspl-lottery-members/michigan-bureau-of-state-lottery; https://www.naspl.org/naspl-lottery-members/michigan-bureau-of-state-lottery; https://www.naspl.org/naspl-lottery-members/michigan-bureau-of-state-lottery; https://www.naspl.org/about-naspl,2026-05-22,"Seeded from NASPL. Member page URL — enrich with official lottery .gov/.com site, director, address, phone."
Michigan,Tribal Gaming Commission,"Bay Mills Indian Community 12140 W. Lakeshore Drive, Brimley MI 49715 — Tribal Gaming Commission",Tribal Class II & III,,not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,wgravelle@baymills.org,wgravelle@baymills.org,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Michigan,Tribal Gaming Commission,"Grand Traverse Band of Ottawa and 2605 N. West Bay Shore Dr., Peshawbestown MI — Tribal Gaming Commission",Tribal Class II & III,,not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,Sandra.witherspoon@gtbindians.com,Sandra.witherspoon@gtbindians.com,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Michigan,Tribal Gaming Commission,Hannahville Indian Community N. — Tribal Gaming Commission,Tribal Class II & III,"14911 Hannahville B1 Road P.O. Box 351, Wilson",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,tyderyien@hannahville.org,tyderyien@hannahville.org,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Michigan,Tribal Gaming Commission,Keweenaw Bay Indian Community KBIC Tribal Center — Tribal Gaming Commission,Tribal Class II & III,"16429 Bear Town Rd., Baraga",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,doreen@kbic-nsn.gov,doreen@kbic-nsn.gov,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Michigan,Tribal Gaming Commission,Little River Band of Ottawa Indians — Tribal Gaming Commission,Tribal Class II & III,"375 River St., Manistee MI 49660",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,larryromanelli@lrboi-nsn.gov,larryromanelli@lrboi-nsn.gov,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Michigan,Tribal Gaming Commission,Little Traverse Bay Band of Odawa Indians — Tribal Gaming Commission,Tribal Class II & III,"7500 Odawa Circle, Harbor Springs MI 49740",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,chairman@ltbbodawa-nsn.gov,chairman@ltbbodawa-nsn.gov,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Michigan,Tribal Gaming Commission,Match-E-Be-Nash-She-Wish Band of — Tribal Gaming Commission,Tribal Class II & III,"2872 Mission Drive, Shelbyville MI 49344",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,Bob.Peters@glt-nsn.gov,Bob.Peters@glt-nsn.gov,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Michigan,Tribal Gaming Commission,Nottawaseppi Huron Band of Potawatomi — Tribal Gaming Commission,Tribal Class II & III,"1485 Mno-Madzawen Way, Fulton MI 49052",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,jstuck@nhbpi.com,jstuck@nhbpi.com,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
Michigan,Tribal Gaming Commission,Pokagon Band of Potawatomi Indians of — Tribal Gaming Commission,Tribal Class II & III,"PO Box 180 58620 Sink Rd., Dowagiac MI 49047",not publicly available,not publicly available,,,,,,Tribal Chair / Chairperson (tribal HQ),not yet verified,Matthew.wesaw@pokagonband-nsn.gov,Matthew.wesaw@pokagonband-nsn.gov,https://www.nigc.gov/gaming-tribes (06172025TribesByStatesList.pdf),2026-05-22,Primary contact from NIGC Gaming Tribe Report (June 2025). Tribal Gaming Commission may be a separate entity from tribal HQ — verify in enrichment pass.
